minimum_nights,calculated_host_listings_count,availability_365,room_type_n,neighbourhood_n,price
-0.19302532198963052,-0.18656960736064196,-0.8528619615383436,0.7989486730285253,-0.5141003536418358,295
-0.23959608746944813,-0.18656960736064196,-0.8604466400320488,-1.0504818095246644,0.005517295487052143,70
-0.23959608746944813,-0.15642388740360658,-0.8604466400320488,-1.0504818095246644,-0.6873062366847985,58
-0.19302532198963052,-0.18656960736064196,1.1646625177872683,0.7989486730285253,-0.6873062366847985,75
-0.09988379102999534,-0.18656960736064196,-0.8604466400320488,-1.0504818095246644,0.03438494266087925,38
1.0643853459654444,0.71780199135042,1.1874165532683842,0.7989486730285253,-0.6584385895109713,100
-0.006742260070360155,-0.18656960736064196,-0.5343054648027206,0.7989486730285253,-0.05221799886060208,260
-0.2861668529492657,-0.18656960736064196,-0.8301079260572276,0.7989486730285253,-0.5429680008156629,147
-0.2861668529492657,-0.18656960736064196,-0.8604466400320488,-1.0504818095246644,-0.28315917625121895,34
-0.2861668529492657,-0.18656960736064196,-0.8604466400320488,-1.0504818095246644,-0.42749741212035447,65
1.0643853459654444,0.0545961522956412,0.27725513402374735,0.7989486730285253,-0.31202682342504606,125
1.0643853459654444,1.7427564698896234,1.7031746908403451,0.7989486730285253,1.1890908296139635,310
-0.2861668529492657,-0.06598672753250037,1.6349125843969974,-1.0504818095246644,-0.25429152907739183,50
-0.2861668529492657,-0.18656960736064196,-0.8604466400320488,-1.0504818095246644,-0.31202682342504606,79
1.0643853459654444,-0.15642388740360658,-0.38261189492861447,0.7989486730285253,0.23645847287766902,329
-0.2861668529492657,-0.15642388740360658,0.4289487038978535,-1.0504818095246644,1.4777673013522346,115
-0.19302532198963052,-0.18656960736064196,-0.8604466400320488,0.7989486730285253,-0.25429152907739183,140
-0.19302532198963052,-0.15642388740360658,-0.010962648737054352,0.7989486730285253,-0.4852327064680087,225
-0.2861668529492657,-0.06598672753250037,1.2708480166991427,-1.0504818095246644,-0.8027768253801069,149
-0.23959608746944813,-0.18656960736064196,0.08005349318740934,-1.0504818095246644,1.2468261239616176,50
1.0643853459654444,-0.005695287618429588,1.900376331676683,-1.0504818095246644,-0.8027768253801069,88
-0.23959608746944813,-0.18656960736064196,-0.8604466400320488,0.7989486730285253,0.2075908257038419,200
0.319253098288363,-0.18656960736064196,-0.8604466400320488,0.7989486730285253,-0.5141003536418358,160
-0.23959608746944813,-0.18656960736064196,-0.18541025409227643,0.7989486730285253,-0.6873062366847985,125
-0.14645455650981293,-0.12627816744657117,-0.8604466400320488,-1.0504818095246644,0.005517295487052143,75
-0.23959608746944813,-0.18656960736064196,-0.4281199658908463,-1.0504818095246644,1.535502595699889,80
-0.23959608746944813,-0.18656960736064196,-0.8604466400320488,0.7989486730285253,-0.4852327064680087,140
-0.23959608746944813,-0.18656960736064196,-0.5494748217901312,0.7989486730285253,-0.4852327064680087,134
0.13297003636909263,-0.18656960736064196,-0.8604466400320488,-1.0504818095246644,-0.1676885875559105,65
1.0643853459654444,1.3508621104481633,1.6197432274095869,0.7989486730285253,-0.28315917625121895,159
-0.23959608746944813,-0.18656960736064196,-0.46604335835937283,0.7989486730285253,-0.31202682342504606,300
-0.2861668529492657,-0.18656960736064196,0.5047954888349065,-1.0504818095246644,0.4673996502682859,95
0.3658238637681806,-0.18656960736064196,-0.8604466400320488,-1.0504818095246644,-0.7161738838586256,70
-0.23959608746944813,-0.03584100757546498,0.6489043802153075,0.7989486730285253,-0.7739091782062798,248
-0.2861668529492657,-0.06598672753250037,1.900376331676683,0.7989486730285253,0.005517295487052143,750
-0.23959608746944813,-0.18656960736064196,-0.8604466400320488,-1.0504818095246644,-0.25429152907739183,90
1.0643853459654444,0.024450432338605808,0.36068659745450576,0.7989486730285253,-0.5141003536418358,80
-0.006742260070360155,-0.18656960736064196,-0.35227318095379323,0.7989486730285253,0.005517295487052143,85
-0.19302532198963052,-0.18656960736064196,-0.8604466400320488,-1.0504818095246644,-0.22542388190356474,50
-0.23959608746944813,-0.18656960736064196,-0.8604466400320488,0.7989486730285253,-0.5141003536418358,295
0.319253098288363,-0.18656960736064196,-0.8604466400320488,-1.0504818095246644,-0.19655623472973763,80
-0.19302532198963052,-0.18656960736064196,-0.8604466400320488,-1.0504818095246644,-0.31202682342504606,109
-0.19302532198963052,-0.18656960736064196,-0.8604466400320488,-1.0504818095246644,-0.5429680008156629,100
-0.23959608746944813,-0.18656960736064196,1.7107593693340504,-1.0504818095246644,-0.6873062366847985,45
-0.19302532198963052,-0.18656960736064196,0.9826302339383409,0.7989486730285253,0.5540025917897672,135
-0.14645455650981293,-0.12627816744657117,0.08005349318740934,0.7989486730285253,2.4303996580885294,115
-0.09988379102999534,-0.18656960736064196,1.725928726321461,-1.0504818095246644,-0.05221799886060208,185
